Hail ID,Date/Time,Latitude,Longitude,Hail size,
690,1997-12-19 07:30:00,-30.8000,151.4300,4.5,
691,1997-12-21 04:10:00,-32.2300,148.6900,2.0,
692,1997-12-22 04:40:00,-29.8300,152.8800,2.7,
693,1997-12-22 06:49:00,-31.4300,152.9200,2.0,
694,1997-12-26 05:00:00,-33.4100,151.3600,2.5,
695,1997-12-26 06:12:00,-32.7200,151.5300,2.0,
696,1997-12-26 08:45:00,-32.6700,152.1800,3.0,
697,1997-12-27 06:00:00,-28.9800,148.9900,4.0,
698,1997-12-30 08:00:00,-29.6200,149.3800,3.0,
699,1998-01-03 04:20:00,-30.9300,151.7200,2.0,
700,1998-01-05 04:15:00,-31.5700,147.2700,3.5,
701,1998-01-19 06:00:00,-33.7200,149.7800,2.0,
702,1998-01-20 05:50:00,-33.4300,149.5600,2.0,
703,1998-01-20 06:20:00,-34.3000,150.5800,2.0,
704,1998-01-20 06:50:00,-33.9500,150.9300,2.0,
705,1998-01-21 07:10:00,-32.5100,148.9700,6.0,
706,1998-01-25 07:35:00,-35.7200,150.1800,3.0,
707,1998-01-31 07:00:00,-31.9500,151.7900,2.0,
708,1998-02-01 05:35:00,-33.6300,150.2800,4.0,
709,1998-02-12 02:30:00,-31.4000,152.0800,2.0,
710,1998-02-12 04:35:00,-30.8000,151.4300,2.0,
711,1998-02-15 04:15:00,-33.8000,150.9000,2.0,
712,1998-02-15 12:42:00,-32.7200,151.5300,2.0,
713,1998-03-01 08:00:00,-30.3000,150.8200,2.0,
714,1998-08-22 10:30:00,-33.5200,151.2000,2.0,
715,1998-10-26 07:15:00,-32.9500,151.6200,2.0,
716,1998-10-27 00:10:00,-32.5300,152.3000,5.0,
717,1998-11-07 11:45:00,-33.8600,151.2700,2.0,
718,1998-11-13 06:17:00,-32.7200,151.5300,3.5,
719,1998-11-13 06:35:00,-32.7300,151.6300,2.0,
720,1998-11-13 09:15:00,-34.0200,151.0200,4.0,
721,1998-11-17 09:00:00,-29.4500,150.7800,4.0,
722,1998-11-17 18:00:00,-30.0000,150.8000,3.0,
723,1998-11-23 03:20:00,-31.3200,151.1300,2.0,
724,1998-11-23 04:00:00,-32.0000,152.4700,3.0,
725,1998-11-23 04:25:00,-31.9500,151.7900,2.0,
726,1998-11-24 01:30:00,-31.0600,152.8300,2.0,
727,1998-11-24 01:45:00,-30.9500,152.7500,2.0,
728,1998-11-30 02:30:00,-29.5000,153.1000,2.8,
729,1998-11-30 05:15:00,-27.9600,151.6700,4.0,
730,1998-11-30 06:00:00,-28.7600,152.4500,6.0,
731,1998-12-08 02:30:00,-30.3200,151.6500,4.0,
732,1998-12-08 03:20:00,-31.2700,151.0800,3.5,
733,1998-12-14 03:50:00,-33.7000,150.5700,2.0,
734,1998-12-14 04:40:00,-33.7800,151.0400,4.0,
735,1998-12-14 05:50:00,-33.4300,151.3400,2.5,
736,1998-12-15 02:55:00,-31.0700,149.0300,3.0,
737,1998-12-18 07:20:00,-28.8600,153.5700,8.0,
738,1999-01-24 05:00:00,-32.0800,150.3700,2.5,
739,1999-01-28 12:00:00,-34.5200,144.9800,3.0,
740,1999-01-29 07:30:00,-27.9600,151.6700,4.4,
741,1999-01-30 04:10:00,-29.6800,152.9300,2.5,
742,1999-01-30 05:00:00,-30.9900,151.5900,2.5,
743,1999-01-30 05:20:00,-30.9100,150.8600,3.0,
744,1999-01-30 05:55:00,-33.4100,149.5900,2.5,
745,1999-01-30 07:40:00,-29.0300,147.4500,4.0,
746,1999-01-31 06:30:00,-30.2000,148.7600,4.4,
747,1999-02-02 04:15:00,-29.5000,153.1000,2.0,
748,1999-03-04 07:15:00,-32.3700,149.9500,2.0,
749,1999-03-04 07:30:00,-36.8000,149.7000,5.0,
750,1999-03-12 07:30:00,-33.7200,150.3300,2.5,
751,1999-03-13 06:00:00,-34.6800,150.8500,2.0,
752,1999-03-13 06:20:00,-33.3900,148.0100,2.0,
753,1999-03-14 04:30:00,-32.0000,150.8500,2.5,
754,1999-03-14 06:40:00,-33.0300,151.6100,2.0,
755,1999-04-14 07:20:00,-34.7000,150.7900,2.0,
756,1999-04-14 07:30:00,-34.5800,150.8700,4.0,
757,1999-04-14 10:00:00,-33.9400,151.1700,9.0,
758,1999-04-14 11:00:00,-33.5300,151.3700,2.0,
759,1999-04-14 14:10:00,-32.9200,151.7900,4.0,
760,1999-04-21 03:25:00,-33.0700,151.2800,4.0,
761,1999-04-21 04:00:00,-32.7800,151.7300,4.0,
762,1999-04-21 04:15:00,-32.6700,152.1800,3.5,
763,1999-04-21 08:00:00,-31.8900,152.5500,4.0,
764,1999-04-21 08:20:00,-31.1900,152.9800,3.0,
765,1999-06-21 18:50:00,-33.9500,151.2400,2.0,
766,1999-06-22 06:30:00,-33.2700,151.2700,2.0,
767,1999-08-13 06:45:00,-35.8200,150.2200,2.5,
768,1999-08-28 04:55:00,-28.6200,153.0000,2.0,
769,1999-09-02 05:00:00,-34.7100,146.5100,3.0,
770,1999-09-10 08:00:00,-28.6000,153.3800,3.0,
771,1999-09-18 08:15:00,-32.3700,149.9500,2.0,
772,1999-09-22 04:41:00,-34.3500,150.2600,2.0,
773,1999-09-22 06:05:00,-34.8500,150.6200,2.0,
774,1999-09-22 07:12:00,-34.0600,150.8600,2.2,
775,1999-09-22 09:00:00,-33.8000,151.2000,4.2,
776,1999-09-22 10:00:00,-33.7900,151.1200,2.0,
777,1999-09-22 10:45:00,-33.6300,151.3200,4.0,
778,1999-09-25 08:15:00,-32.2000,149.5000,3.0,
779,1999-10-10 06:40:00,-35.6300,145.5700,2.0,
780,1999-10-10 07:30:00,-34.9500,145.7200,2.0,
781,1999-10-14 06:00:00,-29.6200,149.3800,3.5,
782,1999-10-14 06:00:00,-30.1200,149.3200,3.0,
783,1999-10-14 13:35:00,-31.2300,149.8300,4.2,
784,1999-10-18 06:30:00,-33.3300,148.9800,2.5,
785,1999-10-23 03:50:00,-31.8100,149.1200,3.0,
786,1999-10-24 01:50:00,-31.8900,152.5500,6.5,
787,1999-10-24 02:25:00,-31.6300,152.7000,5.5,
788,1999-10-24 04:10:00,-29.4200,153.2800,4.4,
789,1999-10-24 04:35:00,-29.4000,153.3400,2.0,
790,1999-11-15 07:15:00,-30.8000,151.4300,2.8,
791,1999-11-16 07:20:00,-32.5700,151.1600,2.8,
792,1999-12-07 08:00:00,-34.4572,149.4690,4.4,
793,1999-12-10 04:10:00,-28.5300,153.5500,5.0,
794,1999-12-23 13:15:00,-31.5700,152.2400,2.0,
795,1999-12-30 07:35:00,-34.3800,137.6800,2.0,
796,1999-12-30 08:25:00,-30.9100,150.8600,2.0,
797,1999-12-30 10:15:00,-31.8800,152.3500,2.5,
798,1999-12-30 14:50:00,-30.3100,153.1100,2.0,
799,1999-12-31 09:00:00,-28.7200,153.3600,2.0,
800,2000-01-01 07:00:00,-30.5200,151.6700,4.0,
801,2000-01-02 04:30:00,-29.7000,151.6900,2.0,
802,2000-01-04 06:30:00,-31.6300,152.3000,4.0,
803,2000-01-04 06:30:00,-31.5700,152.2400,2.0,
804,2000-01-05 04:00:00,-28.8600,153.5700,4.0,
805,2000-01-17 07:30:00,-29.7800,151.1100,4.0,
806,2000-01-19 08:45:00,-31.9500,151.7900,2.0,
807,2000-03-05 03:00:00,-33.7200,150.3000,2.0,
808,2000-04-03 12:00:00,-33.0000,148.0000,3.0,
809,2000-04-21 06:20:00,-35.3500,150.4700,4.0,
810,2000-08-28 03:20:00,-31.6500,152.8000,2.0,
811,2000-08-28 03:30:00,-31.6500,152.7800,4.0,
812,2000-09-26 10:20:00,-32.5900,149.5800,2.5,
813,2000-10-26 09:35:00,-28.2900,153.3600,2.0,
814,2000-11-02 06:25:00,-31.0300,151.0700,2.0,
815,2000-11-03 02:30:00,-34.7700,150.6800,2.0,
816,2000-11-03 03:45:00,-34.1100,150.5900,2.0,
817,2000-11-03 05:00:00,-33.5200,150.5900,7.0,
818,2000-11-03 05:15:00,-34.0680,150.8230,4.0,
819,2000-11-03 05:30:00,-33.9230,150.9850,0.0,
820,2000-11-03 05:50:00,-33.9320,150.9180,4.0,
821,2000-11-03 05:50:00,-33.9650,150.9680,2.0,
822,2000-11-03 05:50:00,-33.9480,150.9350,3.0,
823,2000-11-03 06:05:00,-33.8650,150.9010,4.0,
824,2000-11-03 06:20:00,-33.8400,150.9850,2.0,
825,2000-11-03 06:30:00,-33.1850,150.9350,4.0,
826,2000-11-03 06:35:00,-33.7870,150.9760,2.0,
827,2000-11-03 06:41:00,-33.8070,150.9680,2.0,
828,2000-11-03 06:55:00,-33.1850,151.0010,2.0,
829,2000-11-03 06:55:00,-33.7320,151.1350,2.0,
830,2000-11-03 07:00:00,-33.7900,151.0850,2.0,
831,2000-11-03 07:00:00,-33.7320,151.0100,2.0,
832,2000-11-03 11:30:00,-29.6200,149.3800,5.0,
833,2000-11-04 01:30:00,-30.3400,152.7100,4.0,
834,2000-11-04 04:00:00,-31.3600,152.2800,3.0,
835,2000-11-05 03:40:00,-31.0600,152.8300,2.8,
836,2000-11-05 04:30:00,-30.2000,153.1200,2.5,
837,2000-11-05 05:40:00,-28.5500,153.2900,0.0,
838,2000-11-05 06:25:00,-28.4000,153.3000,6.0,
839,2000-11-26 08:10:00,-34.2600,150.5100,2.0,
840,2000-11-26 09:20:00,-33.5400,150.5200,5.0,
841,2000-11-29 06:00:00,-37.0500,148.9900,4.0,
842,2000-11-29 06:20:00,-36.3200,149.8300,5.0,
843,2000-11-29 06:25:00,-30.7300,151.5300,2.0,
844,2000-11-29 07:20:00,-30.9900,150.2600,4.0,
845,2000-11-30 01:45:00,-33.3900,148.0100,2.0,
846,2000-11-30 05:40:00,-33.5500,151.2700,3.0,
847,2000-12-01 03:30:00,-29.6800,152.9300,2.0,
848,2000-12-01 03:50:00,-33.8984,150.9346,3.0,
849,2000-12-01 06:30:00,-34.0600,150.8600,4.4,
850,2000-12-06 03:35:00,-32.9700,150.6600,4.0,
851,2000-12-06 04:20:00,-33.4300,149.5600,2.0,
852,2000-12-07 03:40:00,-29.8300,152.8800,6.3,
853,2000-12-07 04:20:00,-29.9800,152.7300,4.5,
854,2000-12-07 04:45:00,-32.5700,151.1600,4.4,
855,2000-12-07 09:25:00,-33.8100,151.0200,3.0,
856,2000-12-08 05:06:00,-29.6800,152.9300,4.5,
857,2000-12-08 06:30:00,-28.8700,153.4700,4.0,
858,2000-12-12 15:00:00,-33.3200,149.0800,2.0,
859,2000-12-13 02:25:00,-33.5200,150.5000,3.0,
860,2000-12-13 05:25:00,-33.7200,150.7000,4.0,
861,2001-01-05 02:50:00,-30.7300,151.5300,2.4,
862,2001-01-06 04:15:00,-36.4900,148.5800,2.0,
863,2001-01-06 04:45:00,-32.5900,149.5800,5.0,
864,2001-01-06 07:15:00,-32.2100,148.5700,4.0,
865,2001-01-07 06:15:00,-33.4300,149.5600,4.0,
866,2001-01-17 04:45:00,-31.9500,151.7900,3.0,
867,2001-01-17 04:45:00,-31.4200,151.0800,2.5,
868,2001-01-17 07:20:00,-28.8800,153.0500,7.0,
869,2001-01-17 08:30:00,-31.6300,152.7000,4.0,
870,2001-01-17 08:55:00,-29.6800,152.9300,3.0,
871,2001-01-17 11:50:00,-34.6800,149.5700,2.0,
872,2001-01-17 12:05:00,-33.7000,151.2000,2.0,
873,2001-01-25 08:30:00,-33.5700,150.1200,2.0,
874,2001-01-29 06:00:00,-29.7400,151.7400,2.0,
875,2001-02-21 08:00:00,-36.8900,149.1100,4.4,
876,2001-02-27 05:00:00,-35.2400,147.3400,4.0,
877,2001-02-28 05:00:00,-33.8600,151.1100,2.0,
878,2001-02-28 05:20:00,-33.8000,151.1900,2.0,
879,2001-04-02 01:35:00,-33.9800,151.2500,5.0,
880,2001-04-02 01:45:00,-33.9500,151.2400,2.5,
881,2001-04-09 05:15:00,-33.6200,150.7500,5.0,
882,2001-04-09 05:32:00,-33.5600,150.8000,2.0,
883,2001-04-20 09:00:00,-32.3100,150.7600,3.0,
884,2001-04-21 06:45:00,-32.2700,150.6300,2.0,
885,2001-04-22 05:00:00,-29.7800,151.1800,2.5,
886,2001-04-22 05:00:00,-29.7800,151.1500,4.4,
887,2001-04-22 06:55:00,-31.9500,151.7900,2.0,
888,2001-04-26 04:55:00,-28.2900,153.3600,3.0,
889,2001-04-27 05:10:00,-28.7200,152.4200,4.0,
890,2001-05-05 04:20:00,-33.1200,151.5000,3.0,
891,2001-05-06 09:10:00,-28.8200,153.4000,2.5,
892,2001-08-13 02:25:00,-33.8000,151.1900,2.0,
893,2001-08-25 07:45:00,-30.3300,149.7700,2.2,
894,2001-09-01 07:45:00,-33.2700,151.4200,3.0,
895,2001-09-01 10:25:00,-28.7200,153.3600,2.0,
896,2001-10-01 11:00:00,-36.0700,146.9000,2.3,
897,2001-10-02 07:35:00,-33.7200,150.3000,3.0,
898,2001-11-07 05:30:00,-29.3700,150.9200,5.0,
899,2001-11-11 01:20:00,-32.4700,151.9800,4.4,
900,2001-11-18 02:30:00,-33.3800,150.9900,3.0,
901,2001-11-18 04:28:00,-30.0400,150.9500,3.0,
902,2001-11-18 07:30:00,-29.9500,151.6100,2.0,
903,2001-11-19 05:00:00,-28.8100,153.2600,2.0,
904,2001-11-23 21:40:00,-31.0300,150.2700,2.0,
905,2001-11-23 22:00:00,-30.9800,150.4500,4.0,
906,2001-11-24 03:05:00,-30.6500,151.5000,4.0,
907,2001-11-24 04:00:00,-30.9900,151.7200,5.0,
908,2001-11-24 04:15:00,-32.8000,149.9700,2.5,
909,2001-11-24 04:30:00,-32.6600,151.0200,3.0,
910,2001-11-24 04:45:00,-32.6400,151.4200,4.4,
911,2001-11-24 05:42:00,-30.3400,151.7200,4.4,
912,2001-11-24 05:50:00,-31.2300,150.9000,5.0,
913,2001-11-26 05:38:00,-33.9600,151.2400,2.5,
914,2001-11-26 07:05:00,-33.8800,151.2000,2.5,
915,2001-11-30 05:22:00,-31.2800,149.2800,4.0,
916,2001-12-03 04:00:00,-33.7400,151.1400,3.0,
917,2001-12-03 04:45:00,-33.2700,151.4200,2.0,
918,2001-12-03 06:00:00,-33.0900,151.6300,3.0,
919,2001-12-03 06:00:00,-32.3800,151.8400,3.0,
920,2001-12-13 06:50:00,-32.7300,151.5600,4.4,
921,2001-12-18 01:45:00,-33.6300,150.2800,2.0,
922,2001-12-18 05:55:00,-33.6300,150.2800,2.5,
923,2001-12-18 06:00:00,-34.0200,150.5700,4.4,
924,2001-12-18 07:00:00,-36.6700,149.8200,3.0,
925,2001-12-18 07:00:00,-33.6300,150.2900,3.0,
926,2001-12-21 03:30:00,-32.6700,152.1700,4.4,
927,2001-12-21 04:40:00,-33.7000,151.2000,2.0,
928,2001-12-22 05:30:00,-33.0700,151.0100,4.4,
929,2001-12-22 07:00:00,-31.4600,152.7300,3.0,
930,2001-12-22 07:30:00,-31.4300,152.9200,3.0,
931,2001-12-22 08:25:00,-28.8600,153.5700,2.5,
932,2001-12-30 01:45:00,-30.3700,152.2300,2.0,
933,2001-12-30 03:00:00,-28.7600,152.4500,3.0,
934,2001-12-30 04:00:00,-29.6800,152.9300,3.0,
935,2001-12-30 05:05:00,-29.6700,151.1500,3.0,
936,2002-01-15 10:00:00,-34.4600,149.7300,3.0,
937,2002-01-16 02:00:00,-29.6800,152.9300,2.0,
938,2002-01-16 03:53:00,-30.5200,151.6700,2.0,
939,2002-01-16 04:00:00,-28.8100,153.2600,4.4,
940,2002-01-16 05:00:00,-28.2500,153.6000,7.0,
941,2002-01-24 05:45:00,-32.5000,148.5000,2.0,
942,2002-02-02 03:30:00,-34.5900,150.6100,3.0,
943,2002-02-02 07:20:00,-34.6800,149.5700,2.5,
944,2002-02-07 04:30:00,-28.7600,152.4500,4.0,
945,2002-02-07 15:00:00,-35.4500,149.8300,2.0,
946,2002-02-08 02:50:00,-34.3800,150.3000,5.0,
947,2002-02-08 03:30:00,-34.4600,150.8200,4.4,
948,2002-02-08 03:48:00,-33.6300,151.3200,2.5,
949,2002-02-08 03:52:00,-33.6400,151.2900,2.0,
950,2002-02-08 04:40:00,-33.8200,151.0700,2.5,
951,2002-02-08 04:45:00,-33.8100,151.0900,3.5,
952,2002-02-08 05:25:00,-33.8700,151.2500,3.0,
953,2002-02-08 07:00:00,-33.8000,151.2800,2.5,
954,2002-02-08 07:00:00,-34.8000,145.8500,3.0,
955,2002-02-08 07:01:00,-33.1100,151.6500,3.0,
956,2002-02-08 07:45:00,-30.9200,153.0900,4.0,
957,2002-02-16 06:00:00,-35.8000,147.9400,6.3,
958,2002-02-16 06:50:00,-33.9200,150.9200,4.5,
959,2002-02-16 07:15:00,-33.8300,150.9800,5.0,
960,2002-02-20 06:20:00,-35.3600,145.7200,4.4,
961,2002-02-26 07:00:00,-36.8900,149.1100,4.4,
962,2002-02-27 08:02:00,-33.6000,151.1000,2.0,
963,2002-03-26 05:40:00,-28.8500,153.3500,3.0,
964,2002-03-26 06:00:00,-28.8100,153.2600,4.0,
965,2002-03-26 08:20:00,-28.6200,153.0000,2.5,
966,2002-03-27 05:15:00,-30.7000,150.8100,2.0,
967,2002-03-28 06:30:00,-31.0000,151.2200,2.0,
968,2002-04-10 05:10:00,-33.7200,150.3400,2.0,
969,2002-04-14 07:05:00,-33.9000,148.9400,2.5,
970,2002-05-16 06:17:00,-33.9200,150.9900,2.0,
971,2002-05-28 04:30:00,-32.5700,151.1600,4.4,
972,2002-06-16 04:25:00,-35.2400,148.9900,2.0,
973,2002-08-03 06:00:00,-33.7500,150.6800,2.0,
974,2002-08-22 05:00:00,-34.2100,150.7900,2.0,
975,2002-08-23 04:55:00,-28.5500,153.5000,2.4,
976,2002-08-30 05:50:00,-30.5800,152.9800,2.0,
977,2002-08-31 21:15:00,-33.6300,151.3200,2.5,
978,2002-08-31 22:10:00,-33.9100,151.2400,3.0,
979,2002-09-01 03:35:00,-31.8300,152.5000,2.0,
980,2002-09-27 05:20:00,-30.3400,151.7200,5.0,
981,2002-09-27 07:05:00,-29.8700,153.2700,2.0,
982,2002-09-27 11:30:00,-33.5300,151.3200,2.0,
983,2002-10-13 09:00:00,-30.9300,151.7200,6.0,
984,2002-10-13 09:30:00,-32.4200,152.2200,5.0,
985,2002-11-13 02:10:00,-30.3400,152.7100,2.5,
986,2002-11-14 03:45:00,-29.7400,151.7400,2.0,
987,2002-11-14 07:00:00,-29.4300,151.8500,2.0,
988,2002-11-14 08:10:00,-32.0800,150.3700,4.0,
989,2002-11-29 02:30:00,-33.7500,149.4900,2.0,
990,2002-11-29 08:52:00,-29.8400,149.3200,5.0,
991,2002-11-30 04:15:00,-33.8400,151.0300,2.8,
992,2002-12-09 03:25:00,-31.4300,152.8700,3.0,
993,2002-12-09 06:10:00,-30.2100,151.6800,2.0,
994,2002-12-17 06:00:00,-32.3700,149.9500,3.0,
995,2002-12-17 08:00:00,-35.4200,149.1000,2.0,
996,2002-12-18 05:00:00,-35.0000,148.6000,3.0,
997,2002-12-20 07:00:00,-32.3700,149.9500,3.0,
998,2002-12-23 07:00:00,-30.7400,151.5300,3.0,
999,2003-01-06 03:30:00,-33.6300,150.2800,2.0,
1000,2003-02-08 09:30:00,-35.1200,148.6700,4.4,
1001,2003-02-09 09:30:00,-35.5300,149.6300,2.0,
1002,2003-02-10 02:30:00,-34.2800,150.5800,2.0,
1003,2003-02-10 02:40:00,-34.3100,149.9700,2.0,
1004,2003-02-12 06:50:00,-34.2800,150.5800,2.0,
1005,2003-02-13 02:50:00,-31.8900,152.5500,2.5,
1006,2003-03-09 03:20:00,-33.1600,150.6800,2.8,
1007,2003-03-09 04:00:00,-33.7300,150.5600,2.0,
1008,2003-03-09 05:50:00,-32.6400,151.4200,3.0,
1009,2003-03-09 20:30:00,-35.3200,149.1200,2.0,
1010,2003-03-14 07:30:00,-35.3500,149.0800,2.0,
1011,2003-03-20 04:45:00,-33.4500,151.4400,5.5,
1012,2003-03-20 06:10:00,-32.7800,151.7300,2.0,
1013,2003-03-20 08:30:00,-31.8800,152.3600,2.0,
1014,2003-03-22 08:30:00,-28.7800,152.9800,3.0,
1015,2003-03-23 05:50:00,-28.8800,153.0500,4.4,
1016,2003-03-29 04:50:00,-35.3000,148.2200,4.4,
1017,2003-03-30 05:00:00,-30.1300,153.0200,5.0,
1018,2003-03-30 05:15:00,-31.8900,152.5500,2.0,
1019,2003-03-30 05:30:00,-31.3300,152.8000,6.0,
1020,2003-03-30 06:00:00,-29.6800,152.9300,6.0,
1021,2003-03-30 06:00:00,-30.0490,153.1350,4.4,
1022,2003-03-30 06:30:00,-28.9900,153.2900,2.0,
1023,2003-03-30 07:30:00,-29.2000,153.2700,5.0,
1024,2003-03-30 08:30:00,-28.6800,153.5200,2.0,
1025,2003-05-12 04:00:00,-32.2490,148.6010,6.3,
1026,2003-07-01 07:00:00,-34.5490,146.4010,0.5,
1027,2003-08-18 07:00:00,-31.4320,152.9180,2.0,
1028,2003-09-12 04:30:00,-35.5500,147.9800,3.0,
1029,2003-09-12 06:30:00,-35.3200,149.1200,2.0,
1030,2003-10-02 02:40:00,-31.5320,150.8350,3.0,
1031,2003-10-02 03:40:00,-30.9820,150.2510,6.3,
1032,2003-10-02 06:00:00,-29.5320,148.5680,4.4,
1033,2003-10-05 05:45:00,-32.8100,151.3500,4.4,
1034,2003-10-18 05:30:00,-34.2230,150.5930,4.4,
1035,2003-10-20 07:40:00,-28.9480,153.4680,3.0,
1036,2003-10-24 06:50:00,-28.9060,152.7220,7.5,
1037,2003-10-25 00:00:00,-33.5150,151.3350,1.2,
1038,2003-10-25 03:00:00,-31.9990,149.4850,3.0,
1039,2003-10-25 03:00:00,-33.6990,150.5350,4.0,
1040,2003-10-25 03:00:00,-33.6970,150.5680,2.5,
1041,2003-10-25 03:10:00,-31.9990,151.9680,3.0,
1042,2003-10-25 03:15:00,-33.7090,150.5850,4.4,
1043,2003-10-25 03:40:00,-33.7490,150.7510,3.0,
1044,2003-10-25 03:45:00,-33.7150,150.7510,6.3,
1045,2003-10-25 04:00:00,-33.6570,150.8100,6.0,
1046,2003-10-25 04:00:00,-33.6990,150.5350,3.5,
1047,2003-10-25 04:15:00,-33.7150,150.7510,4.0,
1048,2003-10-25 04:27:00,-33.7290,150.9540,3.2,
1049,2003-10-25 04:30:00,-32.7400,151.6430,5.0,
1050,2003-10-25 04:30:00,-33.6820,150.8680,0.0,
1051,2003-10-25 04:35:00,-33.6600,150.9350,4.4,
1052,2003-10-25 04:45:00,-33.6870,150.9900,2.0,
1053,2003-10-25 05:00:00,-33.7070,151.1180,3.0,
1054,2003-10-25 05:30:00,-33.6070,151.1430,3.8,
1055,2003-10-25 05:30:00,-33.4900,150.9430,4.4,
1056,2003-10-25 06:15:00,-28.9060,152.7220,5.0,
1057,2003-10-25 06:20:00,-30.3150,153.1180,2.5,
1058,2003-10-25 13:25:00,-33.6820,150.6010,3.5,
1059,2003-10-26 04:00:00,-28.6250,153.0120,8.0,
1060,2003-10-26 04:05:00,-29.6320,153.0350,4.4,
1061,2003-10-26 04:25:00,-29.5320,153.1850,10.0,
1062,2003-10-26 04:30:00,-29.5150,153.1350,7.5,
1063,2003-11-02 02:30:00,-34.5900,150.7430,2.0,
1064,2003-11-10 02:45:00,-33.6990,149.8680,2.5,
1065,2003-11-16 02:45:00,-35.3600,149.2300,3.5,
1066,2003-11-21 00:15:00,-34.7490,146.5510,2.0,
1067,2003-11-21 00:30:00,-34.5490,146.4010,1.0,
1068,2003-12-11 18:55:00,-35.2150,148.0350,3.0,
1069,2003-12-12 04:57:00,-32.2490,148.6010,7.0,
1070,2003-12-12 07:51:00,-30.9320,148.3680,4.4,
1071,2003-12-27 08:45:00,-29.9320,151.0350,1.0,
1072,2004-01-07 05:15:00,-31.9820,151.5850,1.3,
1073,2004-01-21 04:20:00,-36.0650,146.9010,2.0,
1074,2004-01-21 08:55:00,-35.7150,150.1850,0.5,
1075,2004-01-23 05:00:00,-32.2490,148.6010,2.0,
1076,2004-01-23 06:00:00,-29.7820,151.1180,2.5,
1077,2004-01-23 10:30:00,-28.6840,153.0020,0.0,
1078,2004-01-24 03:10:00,-31.9990,151.9680,2.4,
1079,2004-01-24 03:10:00,-32.6650,151.6010,4.0,
1080,2004-01-24 04:00:00,-34.5900,150.5930,3.0,
1081,2004-01-24 05:00:00,-34.5820,150.8760,2.0,
1082,2004-01-24 06:05:00,-32.7650,151.7350,3.5,
1083,2004-01-24 07:00:00,-29.7820,151.1180,3.0,
1084,2004-01-24 07:10:00,-30.4320,152.6680,4.4,
1085,2004-01-25 01:10:00,-33.4880,151.3100,2.0,
1086,2004-01-25 01:45:00,-31.2650,150.7350,5.0,
1087,2004-01-25 02:45:00,-31.2650,150.7350,5.0,
1088,2004-01-25 05:00:00,-31.5650,149.9850,6.3,
1089,2004-01-25 06:40:00,-29.7820,151.1180,6.3,
1090,2004-01-26 11:30:00,-31.9990,151.9680,4.4,
1091,2004-01-27 02:00:00,-34.4820,150.4180,2.0,
1092,2004-01-27 02:45:00,-34.7150,150.1510,0.0,
1093,2004-01-27 07:20:00,-32.5650,151.1680,7.0,
1094,2004-01-27 09:00:00,-28.8150,153.2850,3.0,
1095,2004-01-28 02:30:00,-30.2650,153.1350,5.0,
1096,2004-01-28 04:00:00,-33.4150,150.7850,2.5,
1097,2004-01-28 04:30:00,-33.3820,150.9850,2.5,
1098,2004-01-28 04:45:00,-30.3150,153.1180,2.0,
1099,2004-01-30 03:30:00,-35.7150,150.1850,2.2,
1100,2004-01-30 04:15:00,-29.1150,153.4350,6.0,
1101,2004-01-30 04:15:00,-28.9150,152.3680,4.0,
1102,2004-02-02 02:50:00,-35.4320,149.1680,2.0,
1103,2004-02-02 03:00:00,-34.5900,150.5930,2.0,
1104,2004-02-02 03:15:00,-33.5980,150.7510,4.0,
1105,2004-02-02 03:20:00,-34.5490,150.8430,3.8,
1106,2004-02-02 03:20:00,-34.5820,150.8760,4.2,
1107,2004-02-02 04:00:00,-35.9150,150.1510,3.0,
1108,2004-02-29 08:00:00,-32.0490,152.2680,2.0,
1109,2004-03-18 03:20:00,-31.0820,152.8350,4.0,
1110,2004-03-21 07:00:00,-33.3820,148.0010,10.0,
1111,2004-05-07 11:15:00,-34.5820,150.8760,3.0,
1112,2004-08-28 10:30:00,-32.0500,151.9100,3.0,
1113,2004-09-05 04:00:00,-33.5200,151.0600,2.5,
1114,2004-09-05 05:30:00,-33.9400,151.1700,4.4,
1115,2004-09-05 09:40:00,-33.7900,151.0200,2.0,
1116,2004-09-19 04:45:00,-34.1800,150.6200,3.0,
1117,2004-09-19 07:47:00,-33.6000,151.2000,2.0,
1118,2004-09-19 08:30:00,-33.7200,150.3000,3.0,
1119,2004-09-19 10:00:00,-32.9200,151.8000,5.5,
1120,2004-10-22 04:20:00,-30.9900,151.5900,2.0,
1121,2004-10-24 06:30:00,-33.5200,151.1400,6.0,
1122,2004-10-24 06:45:00,-31.8900,152.5500,4.4,
1123,2004-10-24 07:05:00,-32.3200,150.7600,12.0,
1124,2004-10-24 08:40:00,-31.4400,152.9200,3.0,
1125,2004-10-24 09:30:00,-33.7300,150.2300,5.0,
1126,2004-10-24 12:00:00,-32.5900,149.5800,2.0,
1127,2004-10-24 12:00:00,-31.4400,152.9200,2.0,
1128,2004-11-02 03:25:00,-35.3200,149.1200,4.4,
1129,2004-11-08 02:30:00,-30.3400,152.7100,3.0,
1130,2004-11-08 06:50:00,-28.2900,153.3600,2.0,
1131,2004-11-09 05:30:00,-28.8800,153.0500,8.0,
1132,2004-12-06 06:00:00,-32.0700,146.3200,4.4,
1133,2004-12-08 05:00:00,-33.1900,149.0100,3.0,
1134,2004-12-08 05:45:00,-35.3700,145.4800,2.5,
1135,2004-12-08 06:30:00,-34.6800,149.5700,2.5,
